content,replies,retweets,favorites,date
"I Remember My Friend In High School Was Caught Sleeping In The Dormitory By The Watch Man & When Confronted, He Said He Was Suffering From Xenophobia. The Watchman Responded By Saying ""This Disease , Xenophobia Has Killed Many People In South Africa"" 
#SayNoToXenophobia",2,34,88,Sep-03
"Happening Now: Angry women disrupt sales at Shoprite #CircleMall Lekki in retaliation to the ongoing #XenophobicAttack against Nigerians and other Africans in #SouthAfrica

#Xenophobia #XenophobicAttacks #EnoughIsEnough",232,862,1.3K,Sep-03
"This kid almost brought me to tears. 

He talked about his friend that passed away due to the Xenophobia attacks in South Africa 

Please #SayNoToXenophobia ",230,4.8K,7.7K,Sep-03
"#Titans  condemn the killing Of Innocent Nigerians in South Africa.

#Titans  say No to Xenophobia

#Titans call for an end to the Xenophobic attacks in SA.

#Titans  call for peace and inquest to the recent hate killings.

#SayNoToXenophobia
#TitansAgainstXenphobia",1,47,143,Sep-03
"The comments under this tweet! . We are a very long way from peace in South Africa. 
#Xenophobia ",14,69,90,Sep-03
"Xenophobia & Rape cases in South Africa 

I pray that God will change the hearts of man! It’s incredibly saddening that we’ll kill & rape our own kind!
We’re not each other’s enemies.. don’t let HATE push you to evil

We need to speak up & make a stand to this injustice!",2,34,70,Sep-03
"The reason why most Nigerian celebrities are afraid to speak out against South Africa is because they are afraid of losing Endorsements from MTN,Multichoice,Restriction to perform in South Africa e.t.c .
#Xenophobia #XenophobicAttack #SayNoToXenophobia #EnoughIsEnough",8,34,82,Sep-03
"Dear South Africa, 

If you really want to see how this government can react, touch any Fulani Cow in your country. 

#Xenophobia 
#SayNoToXenophobia 
#XenophobicAttack 
#SAShutdown 
#EnoughIsEnough 
#StopXenophobia",11,62,168,Sep-03
"#Xenophobia: 
This is our women in South Africa! Heartbreaking ",68,145,98,Sep-03
"The truth is, Xenophobia attacks won't be stopping anytime soon in South Africa.

You can see what their Government officials and even celebrities are saying.

The twitter posts & comments are just very saddening.

They all believe Nigerians living in SA are their problems. ",3,43,68,Sep-03
"So Nigerians now can't travel to South Africa and vice-versa or what??
The Africa we wan unite as one nu ein this?? blacks killing blacks hoh
Xenophobia existing in 2019 like the 21st century lmao just sad
The whites will really be laughing at us right now smh.",4,28,127,Sep-03
"Lol! 
Those that have been shouting shut down SA, Those that Has condemned the South Africa Xenophobia.... 
They are ass kissing under those celebrities tweets. 

Hypocrisy!",1,36,44,Sep-03
Let’s get one thing clear. Xenophobia in South Africa is a bi product of colonialism. Saying Nigerians are scammers/drug dealers or saying South Africans are illiterate/lazy drunks is a dangerous generalization that further fuels divisiveness with our continent.,6,141,233,Sep-03
We and the entire #FreeNation Church condemn the acts of #Xenophobia in #SouthAfrica & Sympathize with our brothers and sisters who are the victims of such barbarous wickedness. ,15,41,166,Sep-03
Pray for foreigners in South Africa and end to #Xenophobia they are killing my people!,1,36,100,Sep-03
"#Xenophobia : Nigerian lady storms Shoprite in Surulere, Lagos, to carry out a  peaceful protest against #XenophobicAttack towards Nigerians in South Africa.
",2,72,107,Sep-03
"Retaliation Ultimatum to 120 SA businesses, including MTN, in Nigeria to immediately leave Nigeria
all due to xenophobic attacks in South Africa. 

#Nigerians #Xenophobia #Hatfield #SouthAfrica #sabcnews #SAShutdown #PretoriaCBD  
 #JohannesburgCBD",54,165,224,Sep-03
"I think South Africa should be added to the dictionary which means, ""paying good with evil"". E.g For all i did for him, he South African me.
Stop #Xenophobia. ",65,805,1.9K,Sep-03
"South Africa ex Deputy Minister of Police Bongani Mkongi said this in 2017 and remained in that position till 2019.
Says a lot.
Nigerian govt over to you.
 #XenophobicAttacks #Xenophobia ",15,54,94,Sep-03
"Nigerians : our president, come and do something about this xenophobia issue going on in South Africa. 

Buhari : ",8,30,113,Sep-03
"Why Buhari is silent over killing of Nigerians in South Africa —Omokri
https://punchng.com/why-buhari-is-silent-over-killing-of-nigerians-in-south-africa-omokri/ …
#SayNoToXenophobia 
#Xenophobia 
#SouthAfrica 
#Nigerians 
#TuesdayMotivation",40,96,218,Sep-03
"BREAKING! Xenophobia: Nigeria High Commission In South Africa Responds

https://www.channelstv.com/2019/09/03/breaking-xenophobia-nigeria-high-commission-in-south-africa-responds/ …",48,48,131,Sep-03
"Sadly, I’m currently in South Africa and none of their major news outlets are covering their blatant xenophobia and monstrous treatment of our/”their“ people. We should use an iron fist in dealing with this and wake up to the realization that we must make our country work.",55,455,652,Sep-03
President @MagufuliJP being a chairman of @SADC_News means RESPONSIBILITY.I kindly recommend a special SADC Summit or Double Troika on Xenophobia issues in South Africa. It is a matter of security of the African people @Julius_S_Malema @CyrilRamaphosa @edmnangagwa @MmusiMaimane,40,95,587,Sep-03
"Nigerians have started retaliating in South Africa.
I heard Yoruba on the Background.
This madness needs to stop!

 #SayNoToXenophobia
#Xenophobia
#SAShutdown",228,929,1.7K,Sep-03
"Ordinary South Africans dey kill us like fowl, he just dey pain me say we no fit use bus reach South Africa, we go just scatter everywhere. #SAShutdown #Xenophobia #SayNoToXenophobia",4,34,114,Sep-03
"Nigerians are currently being killed in South Africa and our own government is doing nothing about it. If we can’t protect our own, the. We have failed as a country  

#SayNoToXenophobia 
#XenophobicAttack
#Xenophobia ",17,204,457,Sep-03
"If this is what they want, so be it. Nigerians have their own dark sides #SouthAfrica will never love to see. #EnoughIsEnough

#Xenophobia #XenophobicAttack #XenophobicAttacks #Xenophobic #SayNoToXenophobia",39,174,275,Sep-03
"See, Xenophobia won't stop in South-Africa, no be swear. When their top government officials and even celebrities think the same way, you should know its not something that can be solved. A very large percentage of South-Africans believe Nigerians are their problem.",5,56,124,Sep-03
"Since the Nigerian govt is yet to proffer solutions to #XenophobicAttack #Xenophobia, NIGERIANS IN SOUTH AFRICA ARE FED UP AND ARE FIGHTING BACK SERIOUSLY!  #SAShutdown #MtnMustGo
PLEASE two wrongs dont make a right 
It will only get blooooody",349,1.6K,2.9K,Sep-03
"After we finish dealing with South Africa’s open Xenophobia, we will address how close Ghanaians are to Xenophobia once Nigerians are involved and I’ll share some of the things I saw in my 4 years in that country. And we’ll talk about how our government does nothing to protect us",161,390,718,Sep-03
"This is strictly Black-on-black racism. Last time I checked, South Africa was said to belong to all those who live in it. Is it that y'all steeped in anger, poverty and power struggles not corrected in 25 years of democracy?Say no to
 xenophobia #SayNoToXenophobia",9,182,763,Sep-03
"Is like all these celebrities were waiting for who would tweet first. 

Wizkid broke the silence and suddenly they're all over my TL condemning the xenophobia attack in South Africa. 

Wizkid is a King, I stan",27,149,707,Sep-03
"I think the people of South Africa should address their legit concerns with some foreign nationals, regarding doing illegal businesses and not paying taxes , crime etc within the laws of the country and  not with violence. #Xenophobia",11,48,432,Sep-03
"Dear South Africans, one day you will need Africans but you might stand alone when that day comes ... watch this video by the Chairman, Somali Community in South Africa talking about the important role of fellow Africans 

#Xenophobia ",16,306,448,Sep-03
"#SouthAfrica police seen shooting a Nigerian who was trying to video them.

@olaniyanabbeye @NigeriaGov @honilatte

#Xenophobia #XenophobicAttack #EnoughIsEnough #Xenophobic #SayNoToXenophobia #Nigeria",206,2.4K,2.1K,Sep-03
Somewhere in South Africa this man is telling his friends he is ‘shocked’ at violence and xenophobia. ,5,61,120,Sep-03
Xenophobia: Buhari refused to act because most Nigerians killed in South Africa are Igbos – Omokri claims ,455,532,1.2K,Sep-03
"Hushpuppi blasts Nigerian Celebrities for not taking a stand against xenophobia in South Africa.
https://twitter.com/psalm_55/status/1168672095938723841/video/1 …",17,95,201,Sep-03
"Bongani Mkongi made this comment in 2017. He was Deputy Minister of Police of the Republic of South Africa from March 2017 to May 2019. In April 2019, the South African govt vowed to make him recant. There is no evidence suggesting he ever did. #XenophobicAttacks #Xenophobia",29,152,222,Sep-03
"Please be careful sharing images and videos from South Africa. A lot of them are old, including the police chief talking about 80% foreigners which is from July 2017, as this screengrab from YouTube shows. There’s no need to stoke fresh tensions with old content. #Xenophobia ",339,1.0K,1.1K,Sep-03
"This is a friend's brother in-laws shop being burnt down yesterday. 

Can you hear the pain in his voice? #Saynotoxenophobia #Xenophobia #XenophobicAttacks #SouthAfrica ",81,662,853,Sep-03
This man is the Deputy Minister of Police in South Africa. It can’t be hard to wonder who is funding and supporting the attacks. Some South African police officers are currently being investigated for crimes against Nigerians. Is Xenophobia backed by the SA government? ,403,1.3K,1.8K,Sep-03
JUST IN: FG Summons South African High Commissioner Over Xenophobic Attacks - http://P.M.EXPRESS  cc ⁦@GeoffreyOnyeama⁩ #Xenophobia #SouthAfrica  ,3,76,64,Sep-03
"What can we do urgently to end #Xenophobia in South Africa against Nigerians, Africans & other nationalities.

Here are 11 urgent actions we should take while speaking up.

1. Get the African Union and the UN to call for an emmergency meeting & suspend South-Africa indefinitely.",17,97,86,Sep-03
"The repeated acts of violence and blatant criminal xenophobia in South Africa cannot be allowed to continue. South Africa as a nation, as a society and as a government needs to be called out for what is happening there @PresidencyZA @MmusiMaimane @Julius_S_Malema @TheCitizenTZ",10,53,242,Sep-03
"It’s time for the South African and Nigerian Governments to act. The Nigerian Ambassador should have been recalled by now.
Looks like I will visit the South African Embassy in London to register my pain. Nigerian lives matter. End xenophobia now

#xenophobia #southafrica #nigeria",7,64,279,Sep-03
"I'm deeply horrified by #xenophobia attacks on Nigerians in South Africa. 

We helped you during apartheid. We are the largest customers of your companies (MTN, DSTV, shoprite etc), yet you murder Nigerians, burn and loot their shops for no just cause .",30,264,797,Sep-03
"Boko haram and Herdsmen in nigeria!

Xenophobic attacks in south africa!

Fbi close-marking in yankee!

Police Brutality and Racism everywhere!

Nowhere safe for a nigerian  #Xenophobia",19,71,234,Sep-03
"These Nigerians in South Africa are standing boldly in self defence.
Very good   
 #XenophobicAttacks #Xenophobia #xenophobic pic.twitter.com/MhFkQ0XWqF",30,139,229,Sep-03
"Just as Nigeria political elites are using religion & ethnicity to divert the people attention from the irresponsibility of the govt, the South Africa govt is using xenophobia and hate on foreigners to divert their people from the problems of job creation and mass corruption.",8,119,154,Sep-03
"This South Africa Minister openly & irresponsibly stirs the xenophobic pot!Africans including Zimbabweans are killed. His Government then stands with Mnangagwa in his refusal to implement Political Reforms, blaming sanctions. How can ED criticise Xenophobia in SA? SADC for you!!! ",30,65,179,Sep-03
"This tweet isn't going to be about weed. I don't care how many followers I'd lose -I never cared either ways but this bullshit has to stop. If I was going really tweet, 280 characters can't express how I feel about #Xenophobia in South Africa. But Trevor Noah has said it all pic.twitter.com/eYN00I95ce",7,212,396,Sep-03
"Perhaps, yall need to watch n share this 

#shoprite #XenophobicAttacks #SouthAfrica #PretoriaCBD #Xenophobia ",198,3.2K,3.8K,Sep-03
content,,,,
"The Chairman/CEO of NIDCOM, Hon. Abike Dabiri-Erewa while receiving the 314
Nigerians from South Africa some minutes ago.
#XenophobiaInSouthAfrica 
#XenophobicAttacks",,,,
"Nigerians share their views on the recent xenophobic attacks  on foreign nationals and their businesses in South Africa.
#XenophobiaInSouthAfrica #XenophobicAttack #StopXenophobia #Nigerians #SouthAfricans #Foreigners #CMETV",,,,
"@_BlackZA Rocking Black in the bundus 

Our colorful bag now available for R250 

we courier nationwide  from as little as R50

#BlackTheBrand #XenophobiaInSouthAfrica ",,,,
"Why should Africans unite in South Africa kante ? Alena gabo lena ? 
#XenophobiaInSouthAfrica ",,,,
President @CyrilRamaphosa of South Africa was booed at #Mugabe funeral service. #XenophobiaInSouthAfrica #XenophobicAttacks #xenophobic #SouthAfricanXenophobia #SayNoToXenophobia,,,,
"BREAKING: South African envoys arrive, meet with Buhari
https://punchng.com/breaking-south-african-envoys-arrive-meet-with-buhari/ …
#XenophobiaInSouthAfrica",,,,
Africa let's Unite but in Nigeria this time #XenophobiaInSouthAfrica ,,,,
"VIDEO | “When you are in Rome, you do as the Romans do”, President @MBuhari tells Nigerians on visit to South Africa #Xenophobia #XenophobiaInSouthAfrica ",,,,
"South Africa returnees to receive loan from BoI -Abike Dabiri
https://punchng.com/south-africa-returnees-to-receive-loan-from-boi-abike-dabiri/ …
#XenophobiaInSouthAfrica",,,,
"South Africans apologise to other African Nationals for Xenophobic Attacks. They march for peace!

According to the South African police, 12 people were killed from the recent #XenophobiaInSouthAfrica : 10 South Africans and 2 other African Nationals.

No Nigerian was killed. ",,,,
"BREAKING: Ramaphosa apologises to Nigeria over xenophobic attacks
https://punchng.com/breaking-ramaphosa-apologises-to-nigeria-over-xenophobic-attacks/ …
#XenophobiaInSouthAfrica 
#SouthAfrica",,,,
Conspicuous in Malema's rhetoric amid #XenophobiaInSouthAfrica is that he feels that the violence is misplaced rather than categorically wrong. So many insinuations that people should be directing 'anger' against white South Africans rather than African migrants.,,,,
I’m curious. To the South Africans that want us to go back to our countries; what do you expect those of us who are dual citizens to do?Do I tear the half of me that is Zimbabwean off and give it to my dad to take back and leave the other half with my mom?#XenophobiaInSouthAfrica,,,,
"Why Nigerians from South Africa are yet to arrive - Abike Dabiri
#XenophobiaInSouthAfrica ",,,,
"A humble plea to @casspernyovest 
This #XenophobiaInSouthAfrica is not right.

[THREAD] ",,,,
#XenophobiaInSouthAfrica Nigerians are good when it comes to breaking the law ,,,,
Lets unite Africans but this time in Rwanda tu #XenophobiaInSouthAfrica,,,,
#XenophobiaInSouthAfrica didn't you see ,,,,
#Nigerians This are the real facts on #XenophobiaInSouthAfrica ,,,,
The only foreigners that should be in South Africa should be people with legal papers. Some guy killed a grandpa in my street and they haven't found the mother fucker because he was here illegally. #XenophobiaInSouthAfrica,,,,
#XenophobiaInSouthAfrica why is this trending? Where is the xenophobia? Le rata drama yong. Leave us in peace ,,,,
"This is a very good ready by @hofrench on #XenophobiaInSouthAfrica 

'All too often, South Africans talk about the rest of Africa as if it sat on an entirely different continent'

",,,,
"Another Event, Another Cancellation #XenophobiaInSouthAfrica #VisitRwanda",,,,
If Africa is one why cnt Africa leaders stop selling our minerals to benefit themselves instead of masses #XenophobiaInSouthAfrica,,,,
"We are bizzy saying Nigerians are feeding our kids with drugs,  and the question we don't ask is ""what happen to  the drug case of Mike Mangena. Africans cannot be a foreigners in Africa,  Xenophobia is a crime finish and klaar...! #XenophobiaInSouthAfrica ",,,,
"[BREAKING]Xenophobia: Obasanjo writes South Africa’s Buthelezi
https://punchng.com/breakingxenophobia-obasanjo-writes-south-africas-buthelezi/ …
#XenophobiaInSouthAfrica",,,,
"320 Nigerians inbound via Air Peace, after flight delay in South Africa. They left SA by 12:30am today after been cleared for takeoff.

This is the last batch of Nigerians leaving South Africa.

#XenophobiaInSouthAfrica",,,,
"Africa can unite but why must they all come to South Africa  and don't pay tax
#XenophobiaInSouthAfrica",,,,
"This whole #XenophobiaInSouthAfrica was created by people who wanted us to forget about Ramaphosa's bank statement, Gavin Watson, #ANC congress & the millions paid to individuals, capturing of the judiciary. Guess what, asilibelanga. pic.twitter.com/rYCeCfVuUp",,,,
Am I the only one that almost cried while watching this. Humans can be humane. Why then do we treat ourselves in the world with so much hate. #XenophobiaInSouthAfrica I wish we all loved each other in this world. There would be no problems.,,,,
"Why is this hashtag trending? Hhay anisyeke.. There's no xenophobia in South Africa..

It's Monday and people are hungover and dealing with their shitty bosses and nizosbangela iscefe.. 

Like really now..

#XenophobiaInSouthAfrica pic.twitter.com/D4s7Y0bexV",,,,
"Fellow Africans, let’s respect the law and get legal documents whenever we visit another country. When we get there, let’s spread love and peace. Together, we can transform our beloved continent. #XenophobiaInSouthAfrica",,,,
"Thank you, raid all the buildings! See why people are angry @abikedabiri #XenophobiaInSouthAfrica. ",,,,
"Lagos to South Africa by bus 

#XenophobicAttack 
#XenophobicAttacks 
#Xenophobia 
#XenophobiaInSouthAfrica ",,,,
"God bless Nigeria
End #XenophobiaInSouthAfrica 
#Xenophobia",,,,
"You pitched it. Today, we cover it: #XenophobiaInSouthAfrica. Join us now LIVE on YouTube and @AJEnglish.",,,,
"""@AfamDeluxo: South Africans are still looting stores. This time around, it's a Pakistani that's the victim. Shame! #XenophobicAttacks
#SayNoToXenophobia
#XenophobiaInSouthAfrica ",,,,
"If this is a genuine document, in the midst of what has happened in South Africa recently, it’s a clear sign that the dislike of ‘foreigners’ is not going to abate. South Africa is in desperate need of doctors. And yet... #XenophobiaInSouthAfrica ",,,,
"Emotional video.

CEO of Air Peace, Allen Onyema receives a round of applause and hugs from Nigerians, who he gave free flights to from South Africa due to #XenophobiaInSouthAfrica ",,,,
"South African immigration didn’t arrest any Nigerian during evacuation  —Mission
https://punchng.com/south-african-immigration-didnt-arrest-any-nigerian-during-evacuation-mission/ …
#XenophobiaInSouthAfrica",,,,
"I’m such a Big Baby 
.
Retweet if you agree
Like if you disagree 
#ProtectPhGirls #Lagos #BoriTrumpet #Abuja #XenophobiaInSouthAfrica #SavePHGirls",,,,
"Mobs have targeted immigrants in days of rioting that have killed 12 people and destroyed dozens of stores. So, what's behind #XenophobiaInSouthAfrica? @HyderAbbasi explains.",,,,
They tried to throw South Africans off the trail with #XenophobiaInSouthAfrica  (calculated propaganda). But here we are again with mfkn Gavin Watson!! #GavinWatson,,,,
"Ok Stream community, thanks for your patience yesterday. Today, we’ll be talking about #XenophobiaInSouthAfrica so tweet us your thoughts. ",,,,
"This nigga ruined our country by opening the borders ,now he's dead  and we gotta deal with shit everyday. #XenophobiaInSouthAfrica pic.twitter.com/0iAE9nrKi1",,,,
"Whilst you are busy hunting down other African Nationals with Machetes, Apartheid Beneficiaries, Architech’s and Captured Courts are dragging you! You are on your own! Phakama Ernst Roets Phakama! #ApartheidFlag #XenophobiaInSouthAfrica ",,,,
She was dancing with the Nigerian guy without knowing. Her reaction when she finds out  #XenophobiaInSouthAfrica #Xenophobia #Nigerians #jhbcbd #Pretoriacbd,,,,
"Department of International Relations has 2 Deputy Ministers. The President is sending usbali on an African safari to preach the gospel that South Africa is not xenophobic. Why not send Aziz Pahad for example? 
#XenophobiaInSouthAfrica ",,,,
"Femi it was a ""Nigerian man"" that brought me home from prison FREE. Igbos don't want their name mentioned in any International affairs be it FBI or Xenophobia
We thank God for Allen Onyeama @flyairpeace #XenophobicAttacks  #Xenophobia #XenophobiaInSouthAfrica ",,,,
"#XenophobicAttack: What interpretation can you deduce or give by relating these two photos?

#Nigeria #SouthAfrica #BBNaija #BBNaijaEviction #SundayThoughts #XenophobiaInSouthAfrica #Xenophobic #Xenophobia #SouthAfricans",,,,
"This is what is happening to Uni of Zululand Students, Amadabuka break in their rooms rob them of their personal belongings, 4 girls were raped, 1 guy was shot in the process. N.B no Nigerians involved this time. So who is to blame? #UniversityOfZululand #XenophobiaInSouthAfrica ",,,,
"30 of the 187 #Nigerian returnees  brought back by @flyairpeace from #XenophobiaInSouthAfrica 
are from Ogun State, the highest number. In 2nd is Imo State with 28. 23 are from Oyo, with the 3rd highest no of returnees.

",,,,
"Mama Diaspora and Chairman /CEO Nigerians in Diaspora Commission, Abike Dabiri-Erewa @abikedabiri speaks on the attacks on Nigerians in South Africa. ""These attacks will be a thing of the past."" She says.
#PMBinSA #NigeriaInSA to end #XenophobiaInSouthAfrica #Xenophobia",,,,
#XenophobiaInSouthAfrica #IAmSorryFor #AskAMan  Burn all the fat in the Wrong places and start gaining in the right places.... DM open ,,,,
"""@gidifeedtv: Why Nigerians from South Africa are yet to arrive - Abike Dabiri

#xenophobiaInSouthAfrica cc @Gidi_Traffic
#Giditraffic",,,,
while Malema is busy Preaching one African love that doesn't exit  #Nigerians are busy hiding behind #XenophobiaInSouthAfrica #XenophobicAttack to recolonize the country! South African Leaders must unite to fix the country,,,,
"Undocumented Foreigners are being arrested! Triggered by #XenophobiaInSouthAfrica
Make sure your papers are in order or risk going back Home ",,,,
"We don't just need your apology. You must compensate all African nationals who lost lives and properties in those attacks.
#XenophobiaInSouthAfrica ",,,,
The latest The Journalism Daily! https://paper.li/KimFoxWOSU/journalism?edition_id=55df54b0-e5bd-11e9-a32c-002590a5ba2d … Thanks to @RadioKitty @carolekingnyc @jennababin #metoo #xenophobiainsouthafrica,,,,
"#XenophobiaInSouthAfrica We have been uniting in South Africa for e very long time.. next year we r all going to unite in Nigeria 
#africanUnity",,,,
"THE HEAT PODCAST: South Africa is seeing a dangerous surge of violence against African immigrants. 

Columnist @pinkykhoabane joins us to talk about where this anger comes from - and how it’s aimed at the wrong people. #XenophobiaInSouthAfrica ",,,,
You know @UfahamuAfrica and @dadakim are involved when all your worlds collide in a perfect way - this week's SEASON 4 LAUNCH episode newswrap takes up questions of #XenophobiaInSouthAfrica and we tag @AudieKlotz   - who just presented @IADCornell re: #Cornellmigrations,,,,
"Opinion: The Xenophobia Conundrum in South Africa.

Read my article ""Politicians, media stoke xenophobia in South Africa"" on the triggers as well as the solution to this menace -

Today's The Standard, September 13, 2019, p. 14

#xenophobiainsouthafrica #xenophobicattacks",,,,
I do not get how other people are attacked for a crime that others are getting praised for?? HYPOCRITES!! #NolubabaloNobanda #XenophobiaInSouthAfrica #Nigerians,,,,
"""@daily_trust: Nigerians recount experiences living in South Africa #xenophobicattacks
#SayNoToXenophobiaAttacks 
#XenophobiaInSouthAfrica ",,,,
"""@gidifeedtv: 187 Nigerians return from South Africa last night, they employs rules to stop others from going to SA @Gidi_Traffic #XenophobiaInSouthAfrica #Xenophobia",,,,
"God will never late you struggle in your whole life.

Keeping having that Faith.

He is the Alpha & Omega
#KOTLoyal #KOTLoyals #NgunjiriOnPunchline #XenophobiaInSouthAfrica ",,,,
"It would've been nice for Nigerians to condemn all the bad shinnigons done by their countrymen in South Africa, the same way the condemn the so called xenophobic attacks. #Nigerians #XenophobiaInSouthAfrica ",,,,
"Disturbing Images..Be warned!!!

South Africa  again on it with the Xenophobic attacks. These Nigerians were burned and repatriated to their country .SA Government please address this.
#XenophobiaInSouthAfrica #Xenophobia #Nigerians #Peace #TachavsMercy #Buhari",,,,
Thank you to fellow guests @LindiweZulu9 and @HlangananiGumbi. It was a pleasure to be with you today on @AJStream. Great conversation on #XenophobiaInSouthAfrica moderated by @FemiOke and @mmbilal,,,,
"In the past few weeks, South Africa has experienced cases of criminality, violent protests and looting. Today on Crushin the Pressure, we will be discussing, XENOPHOBIA, what is it, what the root cause is and how to remedy the situation.

Watch live @5pm #XenophobiaInSouthAfrica ",,,,
Today's cartoon by @Mangenatoons #CrimeStats #CrimeStats2019 #crime #CrimeNews #bhekicele #PoliceMinister #ViolenceAgainstWomen #GBV #HumanTrafficking #Femicide #XenophobiaInSouthAfrica #XenophobicAttack #Robbery #DrugLords #Rape #gangsterism #Murder #AmINext #DontLookAway,,,,
"""What are you doing to make your countries a better place for living."" Blade Nzimande challenges African leaders to improve the lives of the people not to just wait and Condemn South Africa over #XenophobicAttacks
#SayNoToXenophobia
#XenophobiaInSouthAfrica ",,,,
"At times #SouthAfricans #SouthAfrica miss the whole point of how this #Xenophobia #XenophobicAttack #XenophobiaInSouthAfrica will actually affect them ,SAns  burning trucks & claiming they are driven by foreigners, how will they drive in other countries too, Foolishness ",,,,
"#ukznSpringGrad2019 Chief Justice Mogoeng Mogoeng speaks about #XenophobiaInSouthAfrica earlier. He says South Africans are not xenophobic and that we must look at the root cause of crime. 

Watch below @ECR_Newswatch",,,,
"""Over 10,000 ex-militants have pledged their readiness to go to South Africa as foot soldiers if the situation degenerates to war,"" the group said. #XenophobiaInSouthAfrica 
",,,,
As we explore strategies to address #XenophobiaInSouthAfrica the @osfsa remind attendees of the #AfricanAgenda2063 objectives and how #Xenophobia stands in stark contrast.,,,,
"This brought tears to my eye!!! Nigeria national anthem have never been this lovely..Thank you Allen Onyema!! Thank you @flyairpeace 
#SayNoToXenophobicAttacks #XenophobicAttack #XenophobiaInSouthAfrica 

 ",,,,
"Evacuation is not a good thing for any country. It sends a wrong signal to the International community about security & safety in #SouthAfrica- Allen Onyema-@flyairpeace on the repatriation of  from .

https://youtu.be/OQt0TzZA1_k 

-#XenophobiaInSouthAfrica~#NigeriaBeProud",,,,
"#Ramaphosa initially received a cold welcome with jeers from the crowd at the funeral of former #Zimbabwe dictator #Mugabe.. His regime is the main responsible of the #XenophobicAttacks in #SouthAfrica..
#Affica #Xenophobia #XenophobiaInSouthAfrica ",,,,
In @africaarguments I write about #Nigeria's response to the #XenophobiaInSouthAfrica and attempt to explain why the response was harder for once ,,,,
ANC DSG Cde Jessie Duarte talks Gender Based Violence and Migration on @SABCTVNews channel 404. #XenophobiaInSouthAfrica #notowomenabuse #ANCLeads,,,,
"NDERITU: Xenophobia, like genocide, begins with name calling 
#XenophobiaInSouthAfrica #XenophobicAttacks http://bit.ly/2O3fDr7 ",,,,
"#XenophobiaInSouthAfrica Our post doc fellow, Dr Steven Gordon has authored a paper examining government interpretation of anti-immigrant crime https://www.tandfonline.com/doi/full/10.1080/00358533.2019.1658345 …",,,,
"Drama for Life BA Honours Applied Drama and Theatre Scholars enacted performance rituals today, spontaneously reclaiming their/our humanity. 
#RememberingOurHumanity 
#XenophobiaInSouthAfrica
#GenderBasedViolence
@WitsUniversity @CTAOP @WitsUSA @WitsVuvuzela",,,,
"The Chairman/CEO @nidcom_gov, Hon. @abikedabiri on ground to receive second batch of the 314
Nigerians from South Africa.
#XenophobiaInSouthAfrica 
#XenophobicAttacks #Ronaldo #Zidane #Hazard",,,,
"The story behind the one lamestream, mainstream media doesn't want you reading about is the real story. #XenophobiaInSouthAfrica #Xenophobicattack #Afrophobia #pretoriacbd #jhbcbd #Politics #BlackOnBlackViolence",,,,
"ARE YOU READY FOR @TheNaiFest 
#TheNaiFest #CHELIV #ARSAVL #RWC2019 #SundayMotivation #EmeryOut #UNGA #SeductiveSunday #SundayThoughts #Chelsea #KOTLoyals #KOTLoyal #HBRFanzone #ARSAVL #BBNaija2019 #LivingIntentionally #GGMU #SyeRaaPreReleaseEvent #XenophobiaInSouthAfrica ",,,,
"When will we hear from friends and families of perpetrators. We can only beat GBV if we all speak up , #GBV #XenophobiaInSouthAfrica #shutdownsandton . Asking for the families and friends of survivors .",,,,
"Humanity must be respected!!! Thank you @facebook and I sure a lots of events in #SouthAfrica would cancel also. 

Say no to #Xenophobia!!! #XenophobiaInSouthAfrica ",,,,
"#SteveBiko 42nd Commemoration of Steve "" Bantu “ Biko’s political Assassination Sept 12 1977 long live Bantu long live Azania! Say No to Xenophobia! #RipSteveBiko #StevenBiko #Azania #Bantu #SayNoToXenophobiaAttacks #SayNoToXenophobia #XenophobicAttacks #XenophobiaInSouthAfrica ",,,,
"#Xenophobic Ganja: Nigerian Men are too Sweet , leave them alone for us. #SouthAfrican bae begs their frustrated jobless men. Chai!

And I trust our Igbo guys and Yoruba demons. 

WATCH: https://youtu.be/6q0uCT8T4cU 

#Nigeria #XenophobiaInSouthAfrica
#XenophobicAttacks",,,,
"Saluti there is your unroll: Thread by @Officialjoemaya: ""Making 100$ daily using Paystack and GMB *Edited Version Hello Guys today we gonna talk about *how to make 100$ daily us […]"" #XenophobiaInSouthAfrica #paystack https://threadreaderapp.com/thread/1172134132937351168.html …
Have a good day. ",,,,
"""As the Government of South Africa, we have expressed our deep regret at the attacks directed at foreign nationals and our condemnation of all forms of intolerance and acts of violence."" @CyrilRamaphosa 

#XenophobiaInSouthAfrica  #NigeriaInSA

http://bit.ly/2oNtnMd ",,,,
"We do share one sentiment.. This is in fact horrendous.
Yet @CyrilRamaphosa denies that #FarmMurders are happening.. @SAPoliceService is limited to force they may use. #GenderBasedViolence rises and #XenophobiaInSouthAfrica is on a high.
What are the plans?",,,,
"GOOD MORNING TO ALL OUR OLD AND NEW SUBSCRIBERS. HERE IS ANOTHER FRESH DAY OF OPPORTUNITY TO CHANGE YOUR LIVES WITH OUR FIXED MATCHES. MORE WINNINGS TO BE RECORDED HERE!
#BBNaijaEviction  #Noleavenotransfer #BBNaija2019 #PHCSerialKiller #XenophobiaInSouthAfrica #MondayMotivation",,,,
